,InvaCost_ID,Cost_ID,Repository,Reference_ID,Reference_title,Authors,Abstract,Publication_year,Language,Type_of_material,Previous_materials,Availability,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Common_name,Environment,Environment_IAS,HabitatVerbatim,Habitat,urbanArea,protectedArea,Island,Geographic_region,Official_country,State|Province|Administrative_area,Location,Spatial_scale,Period_of_estimation,Time_range,Probable_starting_year,Probable_ending_year,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Occurrence,Raw_cost_estimate_original_currency,Min_Raw_cost_estimate_original_currency,Max_Raw_cost_estimate_original_currency,Raw_cost_estimate_2017_USD_exchange_rate,Raw_cost_estimate_2017_USD_PPP,Cost_estimate_per_year_original_currency,Cost_estimate_per_year_2017_USD_exchange_rate,Cost_estimate_per_year_2017_USD_PPP,Currency,Applicable_year,Type_of_applicable_year,Implementation,Acquisition_method,Impacted_sector,Type_of_cost,Type_of_cost_merged,Management_type,Method_reliability,Method_reliability_refined,Method_reliability_Explanation,Method_reliability_Expert_Name,Overlap,Benefit_value(s),Details,Initial contributors_names,Double-checking
23,IC_1.0_24,24,TC,2,Counting the Cost: Impact of Invasive Animals in Australia,McLeod,,2004,English,Official report,"Rolfe, J., & Windle, J. (2014). Public preferences for controlling an invasive species in public and private spaces. Land Use Policy, 41, 1–10. https://doi.org/10.1016/j.landusepol.2014.04.013",Yes,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Canis lupus spp.,Dog,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2004,Year,2004,Unspecified,2004.0,2004.0,Potentially ongoing,48300000.0,,,46096891.0726917,45921698.3005261,48300000.0,46096891.0726917,45921698.3005261,AUD,2004,Publication year,Observed,Report/Estimation,Agriculture,Damage-Loss,Damage,,High,,,,,no,"Assumed 0.5% of all sheep (71.2 million) are taken by dogs at a cost of $30 per head. Range of studies in Fleming et al (2001) by NERDA (1966), Schaefer (1981), Fleming and Korn (1989) and Fleming (Unpublished) indicate dog predation losses of 0.8-1.33%. Conservative loss estimate included for all of Australia. In total, ABARE (2003) estimate 5.4 million sheep deaths in 2003. Given the assumptions used in this analysis, dogs account for 16% of deaths.
Calves are most susceptible to dog predation (Fleming et al. 2001). Eldridge and Bryan (1995) estimated between 1.6-7.1% of calves in the Northern Territory subject to dog predation. For the whole of Australia it is assumed that 1% of calves are killed by dogs. Using a per head value of $540 (Eldridge and Bryan, 1995) and about 6 million calves in Australia (ABS, 2003), a total calf cost of $32.4 million per year is estimated.",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
24,IC_1.0_25,25,TC,2,Counting the Cost: Impact of Invasive Animals in Australia,McLeod,,2004,English,Official report,"Rolfe, J., & Windle, J. (2014). Public preferences for controlling an invasive species in public and private spaces. Land Use Policy, 41, 1–10. https://doi.org/10.1016/j.landusepol.2014.04.013",Yes,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,House mouse,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2004,Year,2004,Unspecified,2004.0,2004.0,Potentially ongoing,23110000.0,,,22055883.0784659,21972058.959113,23110000.0,22055883.0784659,21972058.959113,AUD,2004,Publication year,Observed,Report/Estimation,Agriculture,Damage-Loss,Damage,,High,,,,,no,"Agricultural losses. In the 1993 plague, $58.9 million in losses were realised (Caughley et al. 1994). Given that a plague (of 1993 order) is assumed to occur every 10 years in each of the four key mouse- prone production regions, the annual cost of rodents to grain farmers – in any one year – is estimated to be $24.4 million. Of this total cost, $22.79 million is estimated to be production losses. Based on information from the phone survey, the mouse plague inflicted losses of $0.8 million, which included $0.03 million for baits (Caughley et al. 1994). Given that a plague (of 1993 order) is assumed to occur every 10 years in each of the four key mouse-prone production region, the annual cost of mice to other farmers – in any one year – is estimated to be $0.32 million.",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
25,IC_1.0_26,26,TC,360,Impact of the 1993 mouse plague,Caughley et al,,1994,English,Book,"McLeod, R. (2004). Counting the Cost: Impact of Invasive Animals in Australia, 2004. Canberra. Retrieved from https://www.pestsmart.org.au/wp-content/uploads/2010/03/CountingTheCost.pdf",No,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,House mouse,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,1993,Year,1993,Unspecified,1993.0,1993.0,Potentially ongoing,27000000.0,,,32644748.4790998,34353462.235132,27000000.0,32644748.4790998,34353462.235132,AUD,1994,Publication year,Observed,Report/Estimation,Agriculture,Control/Damage-Loss,Mixed,,Low,,,,,no,"Average annual loss to grain growers during the 1993 mouse plague, based on a survey of 257 farmers  = 61 550 $",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
26,IC_1.0_27,27,TC,441,Non-indigenous vertebrates in Australia,Bomford and Hart,,2002,English,Book chapter,"McLeod, R. (2004). Counting the Cost: Impact of Invasive Animals in Australia, 2004. Canberra. Retrieved from https://www.pestsmart.org.au/wp-content/uploads/2010/03/CountingTheCost.pdf",Yes,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,House mouse,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2000,Year,2000,Unspecified,2000.0,2000.0,Potentially ongoing,500000.0,,,412638.179706963,542848.181181451,500000.0,412638.179706963,542848.181181451,AUD,2000,Effective,Observed,Extrapolation,Agriculture,Damage-Loss,Damage,,Low,,,,,no,"Additional losses to other agricultural products and off-farm losses due to mouse plagues probably average at least $0.5 million per year.
The methodology is shortly presented at the begining of the paper, but no details on cost calculations or sources.",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
27,IC_1.0_28,28,TC,441,Non-indigenous vertebrates in Australia,Bomford and Hart,,2002,English,Book chapter,"McLeod, R. (2004). Counting the Cost: Impact of Invasive Animals in Australia, 2004. Canberra. Retrieved from https://www.pestsmart.org.au/wp-content/uploads/2010/03/CountingTheCost.pdf",Yes,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,House mouse,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2000,Year,2000,Unspecified,2000.0,2000.0,Potentially ongoing,10000000.0,,,8252763.59413926,10856963.623629,10000000.0,8252763.59413926,10856963.623629,AUD,2000,Effective,Observed,Report/Estimation,Authorities-Stakeholders/Public and social welfare,Control,Management,Post-invasion_management,Low,,,,,no,Bomford and Hart (2002) estimated that the total expenditure on mouse control by public and private bodies (government + landholders) was in the order of $10 million per year and $2.5 million on research targeting this species. Control and research cost estimates are likely to be very conservative as they do not fully account for salaried positions and associated infrastructure.,Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
28,IC_1.0_29,29,TC,441,Non-indigenous vertebrates in Australia,Bomford and Hart,,2002,English,Book chapter,"McLeod, R. (2004). Counting the Cost: Impact of Invasive Animals in Australia, 2004. Canberra. Retrieved from https://www.pestsmart.org.au/wp-content/uploads/2010/03/CountingTheCost.pdf",Yes,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,House mouse,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2000,Year,2000,Unspecified,2000.0,2000.0,Potentially ongoing,2500000.0,,,2063190.89853481,2714240.90590726,2500000.0,2063190.89853481,2714240.90590726,AUD,2000,Effective,Observed,Report/Estimation,Authorities-Stakeholders/Public and social welfare,Research,Management,Knowledge funding,Low,,,,,no,"Bomford and Hart (2002) estimated that the total expenditure on mouse control by public and private bodies (government + landholders) was in the order of $10 million per year and $2.5 million on research targeting this species. Control and research cost estimates are likely to be very conservative as they do not fully account for salaried positions and associated infrastructure.
The methodology is shortly presented at the begining of the paper, but no details on cost calculations or sources.",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
29,IC_1.0_30,30,TC,2,Counting the Cost: Impact of Invasive Animals in Australia,McLeod,,2004,English,Official report,"Rolfe, J., & Windle, J. (2014). Public preferences for controlling an invasive species in public and private spaces. Land Use Policy, 41, 1–10. https://doi.org/10.1016/j.landusepol.2014.04.013",Yes,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,,Feral goat,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2004,Year,2004,Unspecified,2004.0,2004.0,Potentially ongoing,4230000.0,,,4037056.92003076,4021713.95054297,4230000.0,4037056.92003076,4021713.95054297,AUD,2004,Publication year,Observed,Report/Estimation,Agriculture,Damage-Loss,Damage,,High,,,,,no,"Agricultural production losses are included in this cost component. The gross margin per sheep or head of cattle sold is multiplied by the numbers in each region and the estimated reduced carrying capacity estimates. ABARE (2003) farm level statistic have been used to calculated production loss values
The methodology is shortly presented at the begining of the paper, but no details on cost calculations or sources.",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
30,IC_1.0_31,31,TC,441,Non-indigenous vertebrates in Australia,Bomford and Hart,,2002,English,Book chapter,"McLeod, R. (2004). Counting the Cost: Impact of Invasive Animals in Australia, 2004. Canberra. Retrieved from https://www.pestsmart.org.au/wp-content/uploads/2010/03/CountingTheCost.pdf",Yes,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,,Feral goat,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2000,Year,2000,Unspecified,2000.0,2000.0,Potentially ongoing,2000000.0,,,1650552.71882785,2171392.72472581,2000000.0,1650552.71882785,2171392.72472581,AUD,2000,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,Low,,,,,no,"Bomford and Hart (2002) calculated that governments spend a total of $2 million per year on feral goats control and $1.5 million on research. Control and research cost estimates are likely to be very conservative as they do not fully account for salaried positions and associated infrastructure.
The methodology is shortly presented at the begining of the paper, but no details on cost calculations or sources.",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
31,IC_1.0_32,32,TC,441,Non-indigenous vertebrates in Australia,Bomford and Hart,,2002,English,Book chapter,"McLeod, R. (2004). Counting the Cost: Impact of Invasive Animals in Australia, 2004. Canberra. Retrieved from https://www.pestsmart.org.au/wp-content/uploads/2010/03/CountingTheCost.pdf",Yes,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,,Feral goat,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2000,Year,2000,Unspecified,2000.0,2000.0,Potentially ongoing,1500000.0,,,1237914.53912089,1628544.54354435,1500000.0,1237914.53912089,1628544.54354435,AUD,2000,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Research,Management,Knowledge funding,Low,,,,,no,"Bomford and Hart (2002) calculated that governments spend a total of $2 million per year on feral goats control and $1.5 million on research. Control and research cost estimates are likely to be very conservative as they do not fully account for salaried positions and associated infrastructure.
The methodology is shortly presented at the begining of the paper, but no details on cost calculations or sources.",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
32,IC_1.0_33,33,TC,409,Managing Vertebrate Pests: Feral Goats,Parkes et al,,1996,English,Official report,"Bomford, M., & Hart, Q. (2002). NON-INDIGENOUS VERTEBRATES IN AUSTRALIA, 1–23.",Yes,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,,Feral goat,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,1996,Year,1996,Unspecified,1996.0,1996.0,Potentially ongoing,17800000.0,,,21768528.8723982,21203317.6134385,17800000.0,21768528.8723982,21203317.6134385,AUD,1996,Publication year,Observed,Report/Estimation,Agriculture,Damage-Loss,Damage,,High,,,,,no,"Update from Henzell 1989. Net loss caused by reduced stock production : 
The net cost of the present population of feral goats to sheep production has been estimated (Henzell 1989) by assuming the extent of competition, contingent costs or benefits if goat populations are changing, and the net income from mustering goats and profits from sheep. All these factors vary in space and time but updating Henzell’s (1989) calculations for South Australia gives an estimate of a net average cost per feral goat to sheep graziers of $8.15 per goat (Appendix A).The total average annual loss to sheep production due to feral goats in Australia is estimated to be about $17.8 million (Appendix A). ==> Appendix A is not available !!",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
33,IC_1.0_34,34,TC,476,"Proclaimed animal research in South Australia — cost-benefits, future directions and related issues",Henzell,,1989,English,Official report,"Bomford, M., & Hart, Q. (2002). NON-INDIGENOUS VERTEBRATES IN AUSTRALIA, 1–23. --> Parkes, J., Henzell, R., & Pickles, G. (1996). Managing Vertebrate Pests: Feral Goats. Managing Vertebrate. Canberra",No,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,,Feral goat,Terrestrial,Terrestrial,,,both,,Y,Oceania,Australia,,Diverse/Unspecified,Country,1989,Year,1989,Unspecified,1989.0,1989.0,Potentially ongoing,6000000.0,,,9381500.44997079,8793977.39307925,6000000.0,9381500.44997079,8793977.39307925,AUD,1989,Publication year,Observed,Report/Estimation,Agriculture,Damage-Loss,Damage,,Low,,,,,no,"Contingency loss because of the threat of exotic disease : 
The current cost, including both public and private costs, is estimated to be about $6 million per annum (Henzell 1989).",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
34,IC_1.0_35,35,TC,409,Managing Vertebrate Pests: Feral Goats,Parkes et al,,1996,English,Official report,"Bomford, M., & Hart, Q. (2002). NON-INDIGENOUS VERTEBRATES IN AUSTRALIA, 1–23.",Yes,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,,Feral goat,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,1993,Year,1993,Unspecified,1993.0,1993.0,Potentially ongoing,1145000.0,,,1400278.96398291,1363921.27344871,1145000.0,1400278.96398291,1363921.27344871,AUD,1996,Publication year,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,"Direct cost expended by government agencies on goat control operations : ""In Western Australia, about $800 000 per year has been spent supporting feral goat control operations between 1991-92 and 1994-95. The Animal and Plant Control Commission and local Soil Boards in South Australia spent about $170 000 in 1992 on grants, research, and extension work to manage feral goats. Queensland spent about $175 000 0n goat control and related activities in 1994.""",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
35,IC_1.0_36,36,TC,2,Counting the Cost: Impact of Invasive Animals in Australia,McLeod,,2004,English,Official report,"Rolfe, J., & Windle, J. (2014). Public preferences for controlling an invasive species in public and private spaces. Land Use Policy, 41, 1–10. https://doi.org/10.1016/j.landusepol.2014.04.013",Yes,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,,Wild Horse,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2004,Year,2004,Unspecified,2004.0,2004.0,Potentially ongoing,500000.0,,,477193.489365338,475379.899591368,500000.0,477193.489365338,475379.899591368,AUD,2004,Publication year,Observed,Report/Estimation,Authorities-Stakeholders,Research,Management,Knowledge funding,High,,,,,no,"Research cost estimate, based on those for other species in Bomford and Hart (2002), Control costs (research)",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
36,IC_1.0_37,37,TC,2,Counting the Cost: Impact of Invasive Animals in Australia,McLeod,,2004,English,Official report,"Rolfe, J., & Windle, J. (2014). Public preferences for controlling an invasive species in public and private spaces. Land Use Policy, 41, 1–10. https://doi.org/10.1016/j.landusepol.2014.04.013",Yes,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,,Dromedary camel,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,2004,Year,2004,Unspecified,2004.0,2004.0,Potentially ongoing,210000.0,,,200421.265533442,199659.557828375,210000.0,200421.265533442,199659.557828375,AUD,2004,Publication year,Observed,Report/Estimation,Agriculture,Damage-Loss,Damage,,High,,,,,no,"Feral Camels impact : sheep production loss ($0.05M) + Cattle production loss ($0.16M)
""See ABARE (2003) for regional definitions. Numbers of livestock, cropping areas and gross margin estimates are outlined in the Appendix. Regions includes 511, 711 and 411""
Appendix : no link with feral camels",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
37,IC_1.0_38,38,TC,412,Managing Vertebrate Pests: Rodents. Canberra: Bureau of Resource Sciences,﻿Caughley et al,,1998,English,Book chapter,"McLeod, R. (2004). Counting the Cost: Impact of Invasive Animals in Australia, 2004. Canberra. Retrieved from https://www.pestsmart.org.au/wp-content/uploads/2010/03/CountingTheCost.pdf",Yes,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,,Black rat,Terrestrial,Terrestrial,,,other,,Y,Oceania,Australia,,Diverse/Unspecified,Country,1998,Year,1998,Unspecified,1998.0,1998.0,Potentially ongoing,3000000.0,,,2833956.80753676,3469948.70401485,3000000.0,2833956.80753676,3469948.70401485,AUD,1998,Publication year,Observed,Extrapolation,Agriculture,Damage-Loss,Damage,,High,,,,,no,"Black rats cause losses as high as 30% in macadamia orchards in some years, equivalent to around 100 tonnes or $350 000 worth of nuts on some individual farms. 

Annual average losses are probably around 5% so at this level of damage the total national damage is of the order of $3 million per year 
(Caughley, J., Bomford, M., Parker, B., Sinclair, R., Griffiths, J., and Kelly, D., Managing Vertebrate Pests: Rodents. Bureau of Resource Sciences, Canberra, 1998.)

The figures presented for agricultural damage costs are based on extrapolations of government agency estimates, landholder surveys and other information referenced in the text.",Christophe Diagne/Claire Assailly/Lise Nuninger,Yes
